1	4	15.4280	-16.0655	1.1024	-3.0558
1	7	-37.6455	-30.2190	-92.7582	-60.2645
1	13	-60.6883	16.2746	7.7615	49.5089
1	14	32.8774	-20.5249	8.0428	13.8103
1	17	-65.7291	-3.2920	44.0311	-32.2674
1	19	-48.1345	10.3810	-1.6488	52.3603
1	21	14.7719	-30.8362	2.7142	0.8941
1	23	-77.8635	25.7580	12.0472	50.6107
1	250	42.3568	-10.6788	13.1031	10.0371
1	251	31.1288	-18.9616	12.5210	12.1906
1	252	30.3589	2.5325	-2.1511	8.6981
1	253	10.1054	-21.0096	-4.9546	4.2565
1	254	28.2797	-29.1971	5.5614	14.2549
1	255	-69.4127	44.9608	-31.1884	68.1220
1	256	10.1049	-16.8046	0.2887	-1.8411
1	257	11.4936	-17.9594	-0.9071	-4.6544
1	259	9.5379	-30.9774	-5.2809	2.3224
1	260	31.1995	-23.3011	7.9427	11.6974
1	261	11.1028	-16.4348	-4.2703	-1.2445
1	265	13.9366	-18.4494	0.6255	-3.1702
1	266	11.5522	-10.8870	20.0453	1.6970
1	267	20.8345	-19.9435	1.6694	1.3320
1	268	24.0656	-25.1603	4.7907	8.8243
1	269	-41.6475	-1.4859	25.8047	-23.7693
1	270	-67.1559	0.3112	42.0646	-30.0888
1	273	-32.5860	-30.2720	-99.9934	-65.7653
1	275	-29.4209	-12.3294	30.6846	-18.5498
1	276	11.7738	-13.3921	0.4020	31.2922
1	277	15.2641	-10.9652	4.2261	30.2660
1	279	37.1816	13.1565	8.2286	5.0331
1	280	42.2884	29.4299	12.5741	1.8908
1	281	17.5425	-11.0241	3.0198	27.7585
1	282	34.2799	68.8332	-11.5663	1.2659
1	283	23.1205	112.2304	-31.0995	-33.0159
1	284	38.7452	14.8787	1.3868	11.5728
1	289	17.4002	-13.4598	1.6074	-3.3449
1	290	-16.3266	-12.2070	21.9402	-11.0621
1	291	39.5295	50.2165	-8.1467	5.2748
1	292	-64.5687	3.4164	38.3334	-30.2275
1	293	-65.9222	5.2044	30.7813	-6.4690
1	294	13.4216	-18.6591	-2.1119	-0.8192
1	295	-66.3708	8.8613	28.1291	-12.3516
1	296	8.5967	-18.9997	-3.9568	3.9275
1	297	34.4663	-20.2127	12.4878	11.8563
1	298	34.4396	-20.2384	12.4291	11.8796
1	300	27.7943	22.3830	-13.4050	-3.8060
1	301	16.2840	-31.3765	6.6743	8.6374
1	303	0.4412	-20.1175	-5.7183	3.8087
1	304	-68.0734	5.0447	31.5091	-7.4682
1	305	-7.7017	-21.4913	-9.9406	-4.2810
1	306	-5.3664	-29.0934	-10.8362	-1.1526
1	307	-5.3670	-29.0171	-10.7439	-1.0600
1	308	-71.7827	39.2973	-70.2218	87.2216
1	310	25.5363	-26.0675	5.8889	11.5970
1	311	36.9903	-19.4397	11.5721	13.8232
1	312	-36.9541	-29.3130	-102.1466	-62.3911
1	314	-62.7913	0.5004	44.5574	-33.4003
1	315	36.5980	-15.2849	10.2209	13.4361
1	319	34.1232	-21.7894	11.2795	15.1760
1	320	32.4278	-22.6584	6.3396	13.6613
1	321	40.7854	32.3821	8.4465	-6.3058
1	322	32.4722	-24.3235	8.4171	13.9915
1	323	-47.2264	2.4167	32.3506	-25.9534
1	325	42.0589	61.9194	-6.6633	-22.6876
1	327	32.8524	33.4650	5.3710	-13.4948
1	328	43.0029	107.3107	1.1372	-33.1808
1	331	35.3904	100.3065	1.7238	-25.0404
1	332	22.2741	65.4512	2.6801	-13.1613
1	334	29.7557	76.5185	0.7983	-21.0373
1	336	35.0476	45.6457	-11.1233	-17.4341
1	339	30.2795	-18.8014	10.3225	4.2598
1	340	27.9749	-8.6984	12.2913	16.1862
1	341	38.2328	-17.8242	12.8024	12.5025
1	342	42.8756	-9.9058	13.2824	9.9602
1	343	25.1755	-13.4367	7.6004	17.1442
1	344	36.6466	-13.0965	12.4990	6.5729
1	345	42.2962	-10.2580	13.4279	9.9337
1	346	42.3635	-10.1258	13.6084	9.6101
1	347	9.0776	-20.1326	4.3011	7.1692
1	348	51.4764	95.4267	-2.4458	-32.5489
