Gene	Root	Stamen	Pistil	Leaf	Perisperm	Endosperm
Cc11t09360.1	30.6	19.2	42.7	16.7	39.9	187.9
Cc11t09370.1	0.0	0.0	0.0	0.0	0.3	0.0
Cc11t09380.1	0.0	0.8	0.0	0.0	0.1	0.1
Cc11t09390.1	7.5	0.2	0.0	10.0	2.0	2.9
Cc11t09400.1	6.1	0.6	0.6	15.5	2.9	3.3
Cc11t09410.1	1.5	0.6	0.2	4.1	0.5	0.6
Cc11t09420.1	0.3	0.1	0.1	0.0	0.2	0.3
Cc11t09430.1	7.9	0.0	0.1	8.0	3.0	4.7
Cc11t09440.1	2.7	0.4	0.5	4.8	2.0	1.9
Cc11t09450.1	5.0	1.0	3.3	8.8	5.2	4.4
Cc11t09460.1	6.1	0.0	0.3	7.6	1.2	1.5
Cc11t09470.1	3.5	0.5	0.9	5.7	1.9	2.7
Cc11t09480.1	5.9	1.2	8.4	28.0	3.0	2.8
Cc11t09490.1	1.6	0.2	0.6	4.6	0.7	0.5
Cc11t09500.1	9.0	0.9	10.3	58.2	0.6	0.8
Cc11t09510.1	5.5	0.8	6.9	40.8	0.5	0.5
Cc11t09520.1	41.6	12.3	350.8	119.9	46.0	30.9
Cc11t09530.1	1.1	0.0	1.9	1.1	0.7	5.4
Cc11t09540.1	1.5	0.8	4.6	3.4	3.9	16.0
Cc11t09550.1	20.7	36.4	11.8	21.7	7.0	20.9
Cc11t09560.1	13.9	6.5	39.5	10.7	14.2	8.7
Cc11t09570.1	1.6	2.2	10.8	0.0	0.3	0.0
Cc11t09580.1	0.6	0.0	6.3	0.0	0.0	0.4
Cc11t09590.1	13.9	4.3	4.0	14.1	20.2	14.1
Cc11t09600.1	53.3	32.5	23.4	9.4	73.8	20.0
Cc11t09610.1	86.3	9.4	23.0	16.6	59.5	118.1
Cc11t09620.1	16.9	0.7	1.3	6.1	13.6	18.5
Cc11t09630.1	10.6	22.7	9.0	19.5	5.7	13.0
Cc11t09640.1	1.0	0.8	1.3	1.2	5.4	0.8
Cc11t09650.1	0.1	0.0	1.4	0.0	0.0	0.0
Cc11t09660.1	9.6	1.0	3.0	26.4	19.5	3.4
Cc11t09670.1	44.4	28.7	22.6	38.9	14.6	17.1
Cc11t09680.1	1.7	1.2	1.2	1.4	0.4	1.1
Cc11t09690.1	0.3	0.0	1.2	0.4	3.7	3.3
Cc11t09700.1	259.4	4.0	59.1	129.7	93.7	0.9
Cc11t09710.1	61.6	8.2	61.0	54.7	152.1	120.1
Cc11t09720.1	34.2	10.8	20.2	31.0	22.5	32.5
Cc11t09730.1	6.1	1.3	3.1	6.6	0.6	0.6
Cc11t09740.1	0.5	0.4	0.0	2.0	0.1	0.0
Cc11t09750.1	7.3	2.2	3.0	15.4	1.9	0.6
Cc11t09760.1	11.2	43.6	31.3	15.1	10.7	12.0
Cc11t09770.1	5.2	9.1	45.5	25.5	15.8	10.1
Cc11t09780.1	0.0	0.0	0.0	0.2	0.1	0.0
Cc11t09790.1	4.6	0.5	2.0	3.3	0.7	0.6
Cc11t09800.1	2.2	0.3	2.2	7.0	14.3	12.5
Cc11t09810.1	1.4	0.4	13.9	0.4	0.2	0.2
Cc11t09820.1	0.2	0.0	0.2	0.1	7.2	138.0
Cc11t09830.1	19.6	3.9	8.3	19.9	11.8	6.0
Cc11t09840.1	34.1	41.3	46.9	26.4	36.4	112.7
Cc11t09850.1	16.1	9.4	6.4	27.4	4.3	11.8
Cc11t09860.1	12.5	13.3	11.7	17.7	7.0	9.9
Cc11t09870.1	39.8	67.0	37.5	40.9	15.6	28.9
Cc11t09880.1	107.3	13.5	3.4	2.7	49.1	6.3
Cc11t09890.1	26.3	28.7	15.4	23.8	13.4	24.5
Cc11t09900.1	0.0	31.1	0.0	0.1	0.2	3.9
Cc11t09910.1	1.9	4.0	1.3	11.3	12.8	12.9
Cc11t09920.1	60.1	45.7	45.1	31.5	45.5	31.1
Cc11t09930.1	1.0	3.3	26.4	5.4	22.2	2.9
Cc11t09940.1	0.1	1.6	1025.1	0.1	0.7	0.3
Cc11t09950.1	10.1	7.2	36.0	11.2	27.5	15.9
Cc11t09960.1	1.0	0.5	1.5	2.8	4.1	2.0
Cc11t09970.1	91.1	33.8	47.9	103.1	138.7	320.3
Cc11t09980.1	0.1	0.0	0.2	0.1	0.2	0.2
Cc11t09990.1	11.3	7.9	24.1	10.5	62.0	1.1
Cc11t10000.1	0.3	0.0	0.0	0.1	5.7	5.4
Cc11t10010.1	20.2	13.8	6.0	46.0	13.7	29.1
Cc11t10020.1	2.4	0.5	0.2	0.0	0.0	0.1
Cc11t10030.1	1.3	2.8	0.7	0.3	2.8	135.6
Cc11t10040.1	0.0	0.0	0.0	0.1	0.1	0.2
Cc11t10050.1	30.2	5.5	9.3	24.3	30.9	6.3
Cc11t10060.1	33.1	34.2	50.3	28.9	25.9	32.3
Cc11t10070.1	0.1	0.0	0.1	1.8	0.5	0.9
Cc11t10080.1	1.9	0.0	0.0	0.2	32.7	0.1
Cc11t10090.1	0.2	0.5	0.0	0.4	0.5	0.1
Cc11t10100.1	11.7	7.5	32.1	62.6	58.8	33.9
Cc11t10110.1	205.6	124.6	186.4	240.5	129.9	191.6
Cc11t10120.1	0.0	0.0	0.0	0.0	0.5	195.7
Cc11t10130.1	7.1	2.3	24.8	24.1	89.1	77.8
Cc11t10140.1	3.0	1.4	0.0	0.2	73.3	147.4
Cc11t10150.1	0.0	0.2	1.5	1.6	25.4	0.2
Cc11t10160.1	24.4	18.9	30.5	18.3	20.9	30.4
Cc11t10170.1	1.8	2.7	7.4	18.5	2.1	69.0
Cc11t10180.1	0.2	0.2	56.4	4.8	19.7	0.3
Cc11t10190.1	0.0	0.0	0.1	22.7	5.7	0.1
Cc11t10200.1	0.9	0.0	0.0	0.3	0.0	1.1
Cc11t10210.1	173.2	9.9	26.8	86.9	66.8	118.2
Cc11t10220.1	121.5	3.5	9.3	54.2	92.0	72.0
Cc11t10230.1	7.6	1.8	40.3	46.0	31.7	56.5
Cc11t10240.1	0.8	0.6	1.1	0.6	5.0	4.3
Cc11t10250.1	0.4	245.2	65.2	68.7	245.8	7.5
Cc11t10260.1	2.6	115.4	5.4	5.2	1.1	2.3
Cc11t10270.1	15.5	197.9	165.2	19.6	65.7	178.4
Cc11t10280.1	61.1	24.6	22.2	138.5	18.9	27.2
Cc11t10290.1	8.4	0.0	0.0	5.6	2.5	1.5
Cc11t10300.1	1.4	0.0	1.4	1.7	0.6	0.2
Cc11t10310.1	40.2	10.2	13.1	33.0	11.3	14.3
Cc11t10320.1	52.7	10.7	27.7	43.2	21.2	19.0
Cc11t10330.1	29.9	1.4	8.7	80.2	43.4	7.3
Cc11t10340.1	5.0	8.4	3.0	4.0	4.3	12.4
Cc11t10350.1	0.0	0.3	3.9	10.8	2.7	1.9
Cc11t10360.1	0.2	0.3	2.6	33.7	3.0	1.7
Cc11t10370.1	4.9	2.1	3.1	6.1	7.3	11.1
Cc11t10380.1	121.3	157.8	92.1	66.0	66.0	96.0
Cc11t10390.1	2.8	0.7	20.0	7.9	3.3	3.1
Cc11t10400.1	1.0	228.0	217.8	3.1	7.8	0.3
Cc11t10410.1	1.4	19.0	0.2	0.4	1.0	1.6
Cc11t10420.1	1.3	0.1	0.0	0.1	0.0	0.0
Cc11t10430.1	4.2	0.4	4.4	21.6	24.2	0.4
Cc11t10440.1	42.5	2.0	8.1	73.4	15.8	6.5
Cc11t10450.1	354.7	12.0	50.5	91.4	57.3	60.1
Cc11t10460.1	1.5	0.0	0.0	0.8	0.1	0.2
Cc11t10470.1	78.7	167.4	86.5	73.7	46.2	56.9
Cc11t10480.1	180.3	0.0	2.6	5.6	2.6	1.3
Cc11t10490.1	102.8	28.8	45.3	52.9	43.2	103.6
Cc11t10500.1	7.6	6.7	1.9	2.6	1.8	1.0
Cc11t10510.1	4.3	3.3	10.7	56.0	4.4	4.1
Cc11t10520.1	14.0	0.6	2.8	6.5	4.3	18.8
Cc11t10530.1	0.2	0.0	2.6	0.1	1.4	0.1
Cc11t10540.1	33.9	18.0	27.9	19.2	140.8	2.1
Cc11t10550.1	11.7	7.5	21.4	25.6	4.6	7.1
Cc11t10560.1	27.9	0.8	41.9	462.9	5.3	1.5
Cc11t10570.1	18.8	0.7	3.7	19.9	9.2	1.7
Cc11t10580.1	7.7	87.2	3.0	39.7	35.4	47.3
Cc11t10590.1	6.6	68.3	7.2	26.1	46.2	42.8
Cc11t10600.1	8.1	1.8	3.6	104.6	2.6	0.8
Cc11t10610.1	85.1	3.4	15.2	40.3	18.4	16.8
Cc11t10620.1	29.1	10.5	12.4	25.3	19.0	27.3
Cc11t10630.1	14.8	0.8	4.4	574.3	11.5	8.0
Cc11t10640.1	22.5	9.2	16.1	27.9	26.4	23.3
Cc11t10650.1	18.8	1.2	3.6	30.9	5.4	0.3
Cc11t10660.1	2.2	2.8	12.0	8.9	178.8	14.7
Cc11t10670.1	47.2	53.5	54.7	36.9	84.6	93.5
Cc11t10680.1	5.6	9.7	12.0	0.3	0.6	1.2
Cc11t10690.1	4.8	1.7	0.3	0.0	0.2	0.2
Cc11t10700.1	7.4	11.7	20.1	25.0	9.2	8.1
Cc11t10710.1	9.4	3.0	6.2	155.5	2.3	1.4
Cc11t10720.1	10.1	6.6	6.0	24.0	4.6	5.9
Cc11t10730.1	0.7	0.3	2.0	24.4	0.8	11.0
Cc11t10740.1	5.5	0.2	2.1	8.2	1.9	1.0
Cc11t10750.1	136.3	45.2	61.3	93.2	82.4	116.1
Cc11t10760.1	28.9	12.9	11.3	30.6	10.6	10.3
Cc11t10770.1	1.0	0.2	0.5	16.3	20.5	0.2
Cc11t10780.1	5.3	0.7	58.3	0.8	48.9	1.1
Cc11t10790.1	5.7	6.9	47.4	10.3	23.6	19.5
Cc11t10800.1	2.5	0.3	4.5	2.0	44.5	14.9
Cc11t10810.1	64.8	92.6	9.8	41.4	57.0	22.2
Cc11t10820.1	0.4	8.3	1.2	0.8	1.1	0.6
Cc11t10830.1	5.0	12.9	0.9	7.3	0.0	0.1
Cc11t10840.1	26.6	0.0	2.5	26.8	0.8	0.1
Cc11t10850.1	1.1	0.0	0.4	0.0	0.0	0.1
Cc11t10860.1	9.7	0.0	0.7	0.0	0.1	0.3
Cc11t10870.1	1.5	5.3	0.5	0.4	0.0	0.1
Cc11t10880.1	0.0	0.0	0.0	0.0	0.5	0.4
Cc11t10890.1	28.8	36.9	30.5	17.9	10.7	3.2
Cc11t10900.1	7.8	0.1	0.3	1.2	0.3	5.6
Cc11t10910.1	8.9	1.4	0.4	1.3	6.8	14.8
Cc11t10920.1	20.7	2.2	4.4	15.9	5.5	5.4
Cc11t10930.1	19.6	14.0	25.3	26.8	11.4	13.1
Cc11t10940.1	6.1	19.5	32.6	27.5	35.5	13.8
Cc11t10950.1	12.0	2.2	29.0	16.1	51.1	0.5
Cc11t10960.1	24.1	6.0	10.1	18.7	15.7	12.6
Cc11t10970.1	67.2	10.5	7.5	30.2	3.2	6.1
Cc11t10980.1	4.9	115.2	58.8	2.6	23.1	3.4
Cc11t10990.1	1.1	0.4	1.8	1.0	12.4	0.7
Cc11t11000.1	9.6	3.1	10.0	20.6	6.8	9.2
Cc11t11010.1	9.9	45.0	28.8	18.9	8.9	8.6
Cc11t11020.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc11t11030.1	5.3	0.0	0.0	13.1	0.1	1.0
Cc11t11040.1	13.9	9.4	4.6	12.7	9.6	9.9
Cc11t11050.1	3.1	0.7	0.1	0.7	0.1	0.3
Cc11t11060.1	42.5	3.4	9.9	29.9	7.5	40.8
Cc11t11070.1	19.3	0.4	0.3	5.0	0.4	1.2
Cc11t11080.1	28.9	0.7	1.3	11.3	2.7	0.1
Cc11t11090.1	9.5	3.0	16.1	34.5	13.6	7.5
Cc11t11100.1	54.5	261.4	54.8	52.8	37.2	23.5
Cc11t11110.1	0.2	0.0	0.0	0.0	0.4	0.5
Cc11t11120.1	254.7	865.0	535.3	795.1	416.9	318.9
Cc11t11130.1	287.3	1163.8	820.2	753.8	464.9	331.7
Cc11t11140.1	42.8	1.5	8.0	14.4	37.8	1.4
Cc11t11150.1	13.6	4.0	11.9	14.3	10.8	12.7
Cc11t11160.1	26.9	0.8	3.9	14.0	17.0	4.2
Cc11t11170.1	12.0	7.6	7.6	6.6	5.5	5.9
Cc11t11180.1	1.8	21.0	3.7	0.8	1.7	5.6
Cc11t11190.1	15.4	8.7	0.5	0.3	0.2	1.1
Cc11t11200.1	17.9	25.1	65.5	13.8	37.0	54.1
Cc11t11210.1	61.7	90.9	79.0	58.2	40.5	31.3
Cc11t11220.1	3.0	0.0	0.0	2.4	0.4	3.1
Cc11t11230.1	2.2	0.0	0.0	5.2	1.1	4.0
Cc11t11240.1	143.2	177.6	220.8	87.0	163.7	166.6
Cc11t11250.1	1.5	0.5	5.6	7.7	6.4	3.7
Cc11t11260.1	28.3	4.9	10.0	16.8	11.3	13.5
Cc11t11270.1	1.4	1.5	0.4	6.5	0.3	0.8
Cc11t11280.1	1.0	0.2	0.7	7.2	0.8	1.5
Cc11t11290.1	43.9	31.4	4.8	1.5	3.8	2.1
Cc11t11300.1	3.6	0.3	1.9	50.3	5.3	1.6
Cc11t11310.1	5.4	0.0	0.0	5.4	0.8	0.8
Cc11t11320.1	6.9	0.2	0.8	7.3	0.2	0.6
Cc11t11330.1	10.7	1.7	4.5	11.4	0.5	2.0
Cc11t11340.1	29.6	0.1	0.7	0.0	0.1	0.1
Cc11t11350.1	3.4	0.6	1.0	7.5	0.7	2.6
Cc11t11360.1	25.8	4.0	11.2	17.6	3.7	9.3
Cc11t11370.1	2.8	0.1	0.1	1.1	0.3	0.7
Cc11t11380.1	3.3	4.7	1.8	1.3	0.7	1.2
Cc11t11390.1	8.9	0.6	2.3	3.7	0.6	0.2
Cc11t11400.1	24.0	68.4	11.8	10.0	5.0	4.8
Cc11t11410.1	9.9	1.8	1.2	4.2	2.9	7.7
Cc11t11420.1	68.0	17.4	18.4	56.9	56.0	52.4
Cc11t11430.1	22.2	11.5	36.4	9.7	30.2	15.7
Cc11t11440.1	5.0	3.1	14.9	8.1	19.3	11.6
Cc11t11450.1	17.3	1.2	1.6	5.3	4.1	8.9
Cc11t11460.1	10.7	0.3	0.5	4.2	1.6	3.6
Cc11t11470.1	4.0	0.2	0.2	0.2	0.3	0.0
Cc11t11480.1	168.6	31.8	40.1	105.3	119.0	97.6
Cc11t11490.1	1.8	39.4	0.9	11.6	0.1	0.4
Cc11t11500.1	1.4	0.6	1.2	17.0	2.4	0.1
Cc11t11510.1	35.8	22.6	37.0	34.5	44.7	31.6
Cc11t11520.1	10.7	3.9	4.5	13.4	5.7	3.6
Cc11t11530.1	0.2	0.3	0.0	0.4	0.1	0.2
Cc11t11540.1	9.1	56.3	0.4	0.8	0.4	2.1
Cc11t11550.1	63.9	4.6	15.5	26.4	17.2	24.8
Cc11t11560.1	17.2	44.6	18.4	10.3	14.2	38.4
Cc11t11570.1	34.3	10.7	21.9	31.7	10.5	17.7
Cc11t11580.1	5.1	0.3	1.8	5.4	22.7	2.4
Cc11t11590.1	0.2	0.6	0.2	0.0	2.1	0.2
Cc11t11600.1	18.2	8.6	41.8	11.9	8.4	8.9
Cc11t11610.1	28.7	7.5	10.4	18.4	8.7	14.0
Cc11t11620.1	9.4	0.0	0.1	0.9	0.0	0.1
Cc11t11630.1	0.2	0.1	0.0	0.1	0.1	0.6
Cc11t11640.1	103.9	0.0	0.0	0.0	6.7	0.1
Cc11t11650.1	74.2	0.0	0.3	0.1	51.4	0.2
Cc11t11660.1	125.1	16.7	20.9	5.7	85.8	3.1
Cc11t11670.1	54.9	7.4	38.0	25.9	14.1	1.1
Cc11t11680.1	120.9	0.4	3.3	19.2	18.2	1.3
Cc11t11690.1	17.6	0.6	2.0	10.3	3.0	9.1
Cc11t11700.1	8.9	1.9	4.2	6.2	6.9	9.2
Cc11t11710.1	0.0	8.9	2.2	0.2	2.9	0.4
Cc11t11720.1	0.1	43.0	112.3	0.3	0.3	0.1
Cc11t11730.1	6.3	10.4	37.9	15.0	1.9	0.0
Cc11t11740.1	13.4	2.0	7.9	8.0	5.8	3.0
Cc11t11750.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc11t11760.1	0.4	0.4	0.7	0.8	1.6	4.4
Cc11t11770.1	71.1	666.4	378.4	104.1	348.1	212.5
Cc11t11780.1	0.0	74.6	0.0	0.0	1.2	5.6
Cc11t11790.1	17.5	42.5	46.0	16.0	29.7	49.1
Cc11t11800.1	40.0	13.0	29.8	22.6	146.1	68.3
Cc11t11810.1	5.7	1.7	5.0	8.1	9.3	5.5
Cc11t11820.1	5.6	2.2	2.4	9.3	3.5	3.6
Cc11t11830.1	22.5	46.7	2.8	6.8	85.5	94.3
Cc11t11840.1	18.2	4.6	2.0	12.7	12.5	16.9
Cc11t11850.1	27.8	25.1	15.8	23.7	23.2	12.9
Cc11t11860.1	1.4	0.3	0.3	1.6	2.1	4.8
Cc11t11870.1	63.0	9.3	9.9	54.6	8.7	13.8
Cc11t11880.1	62.9	11.2	8.1	56.6	38.3	22.7
Cc11t11890.1	35.0	6.6	12.7	20.4	2.4	5.2
Cc11t11900.1	9.5	11.2	12.9	27.3	15.6	16.2
Cc11t11910.1	13.5	1.1	3.0	8.0	2.2	3.8
Cc11t11920.1	2.9	0.7	0.2	0.5	4.3	5.4
Cc11t11930.1	21.5	0.4	2.8	27.3	2.7	9.7
Cc11t11940.1	18.6	4.6	18.7	18.5	11.2	12.8
Cc11t11950.1	3.5	1.1	1.8	26.0	0.5	2.0
Cc11t11960.1	0.0	0.4	16.4	0.0	0.3	0.3
Cc11t11970.1	57.0	4.1	50.4	7.7	17.0	5.8
Cc11t11980.1	15.7	8.9	20.6	12.8	12.1	9.4
Cc11t11990.1	7.8	0.5	2.1	7.5	2.9	4.5
Cc11t12000.1	5.8	0.2	0.1	1.1	2.1	22.2
Cc11t12010.1	10.3	1.7	9.2	18.2	9.4	11.8
Cc11t12020.1	21.3	6.7	14.0	27.6	21.5	18.3
Cc11t12030.1	0.1	0.0	0.1	2.3	0.0	0.2
Cc11t12040.1	17.2	24.8	9.9	14.1	10.0	17.1
Cc11t12050.1	0.1	0.1	0.1	0.1	0.1	0.7
Cc11t12060.1	36.4	7.2	24.1	113.9	39.3	20.3
Cc11t12070.1	92.4	25.2	136.3	161.3	871.7	470.5
Cc11t12080.1	21.8	17.7	10.3	19.8	12.4	23.4
Cc11t12090.1	0.3	0.2	0.0	0.5	0.5	1.1
Cc11t12100.1	16.2	31.9	12.7	19.7	15.9	23.6
Cc11t12110.1	33.5	54.1	28.4	49.1	29.6	42.3
Cc11t12120.1	0.0	2900.3	1.5	0.6	0.1	0.6
Cc11t12130.1	4.3	0.5	1.6	3.5	3.7	4.2
Cc11t12140.1	16.0	107.8	18.1	40.1	14.9	7.8
Cc11t12150.1	10.4	10.0	3.3	5.8	13.1	16.5
Cc11t12160.1	51.6	57.5	19.6	35.9	16.5	39.2
Cc11t12170.1	3.6	87.8	130.1	2.5	1.4	0.3
Cc11t12180.1	6.4	377.2	28.9	10.8	39.0	29.7
Cc11t12190.1	24.3	10.4	18.8	36.0	17.8	14.2
Cc11t12200.1	0.9	10.4	0.8	2.3	1.1	2.2
Cc11t12210.1	39.1	2.4	2.9	8.4	4.0	2.7
Cc11t12220.1	3.5	3.7	0.5	21.2	3.4	2.8
Cc11t12230.1	2.0	555.6	0.3	0.1	0.2	0.2
Cc11t12240.1	110.0	58.7	98.3	55.2	110.4	50.9
Cc11t12250.1	23.2	123.2	53.7	10.4	89.2	109.2
Cc11t12260.1	29.1	145.2	47.8	13.2	55.9	90.1
Cc11t12270.1	23.0	131.0	56.2	46.8	68.6	89.1
Cc11t12280.1	3.0	1.2	0.9	1.2	2.9	3.5
Cc11t12290.1	0.5	0.6	5.1	7.5	35.9	261.7
Cc11t12300.1	0.0	0.1	0.0	0.0	0.0	0.1
Cc11t12310.1	0.1	0.0	0.4	1.0	0.5	0.4
Cc11t12320.1	50.7	92.3	45.7	20.9	139.8	93.9
Cc11t12330.1	37.4	141.6	248.4	899.5	50.5	114.0
Cc11t12340.1	2.2	0.9	1.0	4.9	2.3	1.3
Cc11t12350.1	22.2	15.1	21.7	38.8	29.2	26.0
Cc11t12360.1	38.7	2.5	3.3	60.0	12.1	11.7
Cc11t12370.1	49.9	58.3	25.2	39.7	13.5	15.9
Cc11t12380.1	15.7	5.9	14.4	26.5	8.0	9.4
Cc11t12390.1	1.2	0.1	0.1	1.1	0.3	0.7
Cc11t12400.1	3.0	1.0	0.3	1.5	0.9	1.5
Cc11t12410.1	38.0	9.6	40.9	25.9	28.8	10.9
Cc11t12420.1	3.2	3.7	8.8	21.4	272.1	127.3
Cc11t12430.1	18.7	22.4	12.5	13.5	4.8	7.9
Cc11t12440.1	94.2	45.4	41.4	94.1	21.3	13.6
Cc11t12450.1	852.2	799.0	874.8	474.2	1284.1	997.2
Cc11t12460.1	0.2	5.0	0.6	0.5	1.4	2.0
Cc11t12470.1	25.5	3.9	16.8	33.1	30.9	34.4
Cc11t12480.1	26.1	3.6	6.4	16.9	1.8	20.5
Cc11t12490.1	44.4	0.9	15.1	10.2	6.3	2.4
Cc11t12500.1	36.8	0.5	10.5	10.5	2.5	1.2
Cc11t12510.1	3.4	0.8	2.0	87.2	19.0	39.3
Cc11t12520.1	54.8	39.4	83.7	30.4	131.3	93.1
Cc11t12530.1	4.2	8.0	13.4	12.7	11.0	8.3
Cc11t12540.1	19.9	6.9	14.6	17.4	11.5	32.4
Cc11t12550.1	10.5	6.5	4.7	16.6	8.1	13.9
Cc11t12560.1	6.1	0.3	0.4	20.0	0.2	0.4
Cc11t12570.1	6.6	18.6	10.1	45.3	5.2	1.5
Cc11t12580.1	3.3	2.6	0.0	1.4	2.8	7.0
Cc11t12590.1	62.7	82.4	155.6	52.9	213.6	154.3
Cc11t12600.1	19.6	1.5	1.9	10.1	5.4	6.4
Cc11t12610.1	25.4	6.8	14.0	18.2	16.8	15.6
Cc11t12620.1	193.1	38.3	69.1	89.3	129.6	218.9
Cc11t12630.1	29.0	22.1	56.8	14.4	10.9	10.3
Cc11t12640.1	219.7	178.1	92.6	94.3	53.1	73.1
Cc11t12650.1	71.2	131.9	332.8	46.4	176.5	226.7
Cc11t12660.1	11.8	54.5	14.3	15.9	5.2	7.2
Cc11t12670.1	5.8	1.2	2.2	16.8	6.7	4.8
Cc11t12680.1	2.8	3.3	2.1	1.4	4.6	8.9
Cc11t12690.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc11t12700.1	2.2	3.9	3.6	1.7	5.5	4.5
Cc11t12710.1	0.5	2.5	9.3	22.6	6.3	215.7
Cc11t12720.1	9.0	1.6	5.6	10.1	3.3	6.7
Cc11t12730.1	0.4	0.1	1.0	1.3	1.5	3.5
Cc11t12740.1	48.3	0.8	5.9	7.7	1.7	75.7
Cc11t12750.1	2.7	54.2	1.3	6.5	1.5	1.0
Cc11t12760.1	0.5	0.5	6.1	27.3	11.4	1.7
Cc11t12770.1	65.9	0.0	0.4	1.9	0.4	0.5
Cc11t12780.1	6.7	5.4	4.7	6.3	3.4	13.9
Cc11t12790.1	34.3	30.1	12.3	29.5	13.7	33.6
Cc11t12800.1	112.2	10.8	12.6	62.7	11.2	17.9
Cc11t12810.1	1.4	5.7	3.9	1.7	8.1	12.5
Cc11t12820.1	6.9	3.9	3.6	19.0	5.9	9.5
Cc11t12830.1	13.7	101.7	393.6	43.6	352.1	1.5
Cc11t12840.1	5.9	2.7	3.2	5.0	13.3	12.1
Cc11t12850.1	0.1	0.0	0.0	0.1	0.4	2.2
Cc11t12860.1	0.1	0.0	0.0	0.3	0.8	0.4
Cc11t12870.1	11.6	0.2	5.9	31.5	4.1	2.6
Cc11t12880.1	73.3	0.6	35.3	8.8	0.8	0.4
Cc11t12890.1	17.3	0.1	1.8	19.3	2.2	0.5
Cc11t12900.1	21.6	2.9	6.6	7.4	5.7	14.6
Cc11t12910.1	1.4	0.0	0.0	0.1	0.0	0.0
Cc11t12920.1	31.8	3.2	4.4	36.2	7.3	8.2
Cc11t12930.1	0.7	0.2	0.2	0.1	3.1	13.8
Cc11t12940.1	20.1	56.7	70.9	55.5	465.6	19.6
Cc11t12950.1	0.1	0.1	0.0	0.0	0.1	0.1
Cc11t12960.1	2.4	0.0	0.0	5.6	7.6	0.0
Cc11t12970.1	0.0	0.0	0.1	6.9	2.1	0.5
Cc11t12980.1	4.9	2.0	0.0	0.1	0.2	0.1
Cc11t12990.1	40.8	149.3	42.1	33.4	29.9	25.3
Cc11t13000.1	8.9	96.9	27.8	35.9	88.1	188.7
Cc11t13010.1	0.5	0.5	0.4	0.2	3.0	3.0
Cc11t13020.1	25.6	1.4	9.9	55.1	3.7	0.5
Cc11t13030.1	285.9	238.5	176.6	111.8	536.1	474.9
Cc11t13040.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc11t13050.1	43.7	6.4	28.5	49.5	21.0	13.2
Cc11t13060.1	1.4	0.1	0.1	0.3	0.1	1.3
Cc11t13070.1	52.1	169.3	49.9	61.2	58.4	46.9
Cc11t13080.1	1.3	3.4	8.4	22.1	7.4	0.7
Cc11t13090.1	117.9	110.3	124.7	141.6	106.5	179.2
Cc11t13100.1	1.1	0.7	2.6	2.0	4.1	7.1
Cc11t13110.1	35.9	6.7	19.7	35.1	10.5	19.5
Cc11t13120.1	57.9	61.2	99.2	45.1	33.6	76.6
Cc11t13130.1	40.4	22.6	28.4	30.2	10.2	31.1
Cc11t13140.1	41.0	36.4	41.0	24.3	56.3	43.8
Cc11t13150.1	6.7	1.8	15.9	28.3	22.1	0.1
Cc11t13160.1	1.6	0.0	0.1	0.2	2.3	0.1
Cc11t13170.1	1.9	17.8	1.0	1.7	5.0	2.1
Cc11t13180.1	2.9	0.5	1.3	3.3	3.0	4.3
Cc11t13190.1	0.9	0.6	0.7	2.7	0.8	0.7
Cc11t13200.1	20.3	9.0	11.4	31.4	10.9	13.5
Cc11t13210.1	66.4	3.3	6.6	14.7	8.4	29.7
Cc11t13220.1	1.5	6.7	2.3	1.8	24.0	18.6
Cc11t13230.1	245.8	260.7	266.7	132.5	785.4	442.4
Cc11t13240.1	100.1	26.0	36.2	30.2	513.3	62.9
Cc11t13250.1	54.2	76.3	183.1	23.4	11.9	10.8
Cc11t13260.1	47.5	58.2	81.7	56.0	32.7	30.0
Cc11t13270.1	0.3	0.0	131.4	19.7	2.5	2.7
Cc11t13280.1	74.5	21.7	64.9	27.7	43.5	139.5
Cc11t13290.1	5.6	3.1	3.4	3.8	12.9	15.9
Cc11t13300.1	11.4	12.8	19.5	20.1	10.1	16.2
Cc11t13310.1	51.1	16.9	57.8	89.1	159.0	1.1
Cc11t13320.1	9.1	7.2	11.8	32.5	31.7	6.0
Cc11t13330.1	17.6	3.8	5.1	14.1	3.9	1.6
Cc11t13340.1	16.0	126.9	142.0	22.8	82.6	58.4
Cc11t13350.1	93.5	15.1	33.5	347.7	25.7	36.3
Cc11t13360.1	40.9	1.9	6.1	25.3	22.6	14.8
Cc11t13370.1	114.2	79.6	12.4	52.8	55.8	111.2
Cc11t13380.1	0.2	0.0	0.5	0.0	1.0	0.5
Cc11t13390.1	37.6	5.3	13.4	40.7	72.8	34.7
Cc11t13400.1	8.7	0.4	4.2	56.5	6.5	1.2
Cc11t13410.1	0.0	493.1	0.0	0.1	0.0	0.2
Cc11t13420.1	0.0	4.2	0.1	0.0	0.0	0.0
Cc11t13430.1	57.1	23.0	14.2	18.2	14.3	28.4
Cc11t13440.1	46.2	24.7	42.8	14.2	28.7	26.0
Cc11t13450.1	155.8	29.1	70.7	152.8	118.3	167.6
