Gene	Root	Stamen	Pistil	Leaf	Perisperm	Endosperm
Cc03t07520.1	4.2	8.3	7.3	6.9	19.6	7.1
Cc03t07530.1	3.9	0.4	0.9	5.8	0.7	1.2
Cc03t07540.1	3.9	2.0	4.3	7.1	28.7	27.1
Cc03t07550.1	40.7	15.4	29.3	37.2	25.6	24.2
Cc03t07560.1	0.3	0.1	0.1	0.4	2.1	2.2
Cc03t07570.1	29.3	6.4	7.2	21.8	6.7	17.4
Cc03t07580.1	53.3	21.0	38.3	29.5	14.1	50.5
Cc03t07590.1	2.5	0.2	1.4	6.9	4.5	4.6
Cc03t07600.1	135.1	319.1	81.4	28.6	32.0	40.3
Cc03t07610.1	25.2	16.8	16.7	5.9	3.4	455.1
Cc03t07620.1	2.2	0.4	1.9	8.8	3.0	1.2
Cc03t07630.1	13.4	7.2	10.9	16.2	5.6	11.9
Cc03t07640.1	81.2	186.6	135.6	62.9	94.8	83.5
Cc03t07650.1	0.0	0.0	0.0	0.7	0.1	0.0
Cc03t07660.1	0.0	0.2	4.8	0.1	0.1	0.1
Cc03t07670.1	0.0	0.0	0.3	0.0	0.0	0.0
Cc03t07680.1	0.0	0.0	0.3	0.0	0.1	0.0
Cc03t07690.1	63.2	12.1	72.2	370.4	237.5	42.3
Cc03t07700.1	0.0	0.0	0.0	0.1	0.9	3.1
Cc03t07710.1	0.0	0.0	0.0	0.0	13.8	52.2
Cc03t07720.1	15.7	0.0	0.4	0.0	0.3	0.4
Cc03t07730.1	65.1	36.5	94.9	62.0	36.9	70.8
Cc03t07740.1	0.0	0.0	0.0	0.8	0.1	0.0
Cc03t07750.1	138.7	307.0	131.3	68.0	541.6	688.1
Cc03t07760.1	0.0	0.1	36.9	0.0	0.3	0.1
Cc03t07770.1	7.5	0.6	0.7	2.4	1.4	4.8
Cc03t07780.1	16.6	6.2	45.3	34.4	38.3	7.5
Cc03t07790.1	2.7	0.2	1.6	1.8	1.3	0.5
Cc03t07800.1	8.5	6.4	2.1	1.3	8.8	3.2
Cc03t07810.1	27.2	2.5	0.4	3.8	4.1	25.0
Cc03t07820.1	1.5	0.6	1.8	6.6	0.9	1.1
Cc03t07830.1	1.3	0.2	0.2	2.3	0.1	0.1
Cc03t07840.1	0.5	6.2	5.7	5.3	3.1	9.1
Cc03t07850.1	0.6	0.1	1.2	2.6	0.4	0.0
Cc03t07860.1	7.1	10.8	0.9	1.8	2.2	37.0
Cc03t07870.1	3.7	9.6	24.7	0.8	5.9	0.8
Cc03t07880.1	215.0	192.0	225.2	82.7	1087.2	414.0
Cc03t07890.1	4.7	0.8	2.3	4.2	1.2	4.7
Cc03t07900.1	0.0	0.0	0.0	0.1	1.3	0.9
Cc03t07910.1	0.8	0.0	1.0	1.3	7.7	95.2
Cc03t07920.1	17.3	46.8	11.9	6.5	2.2	41.7
Cc03t07930.1	26.2	102.1	79.8	31.9	88.6	46.5
Cc03t07940.1	11.0	20.6	10.6	15.7	4.8	9.2
Cc03t07950.1	30.8	43.6	27.6	27.6	29.9	44.9
Cc03t07960.1	0.2	0.2	0.1	0.0	0.0	0.1
Cc03t07970.1	0.0	1.2	0.6	69.9	0.1	5.7
Cc03t07980.1	12.0	0.7	1.1	25.5	3.5	3.2
Cc03t07990.1	35.3	33.3	22.5	25.6	40.6	44.0
Cc03t08000.1	16.4	23.3	24.9	22.3	9.1	8.1
Cc03t08010.1	51.3	19.4	29.2	2.5	81.3	42.3
Cc03t08020.1	0.0	0.0	0.1	0.0	1.3	0.4
Cc03t08030.1	11.3	1.0	1.0	5.5	0.9	4.5
Cc03t08040.1	12.6	23.4	6.5	7.2	41.1	59.6
Cc03t08050.1	76.1	64.7	98.4	135.0	134.4	18.5
Cc03t08060.1	2.4	1.0	3.6	3.4	7.3	2.8
Cc03t08070.1	5.7	0.2	0.1	0.9	2.1	0.7
Cc03t08080.1	29.9	53.4	39.2	53.1	23.9	45.2
Cc03t08090.1	53.7	30.7	18.0	38.0	12.9	29.0
Cc03t08100.1	0.4	122.3	16.1	2.6	4.5	26.2
Cc03t08110.1	9.2	5.2	3.5	8.3	4.7	4.6
Cc03t08120.1	24.0	7.8	30.5	31.5	26.3	33.2
Cc03t08130.1	14.1	2.5	7.7	11.9	9.6	5.1
Cc03t08140.1	0.0	0.3	3.4	5.8	0.5	11.2
Cc03t08150.1	0.0	0.4	1.8	4.3	1.9	0.1
Cc03t08160.1	3.6	0.8	2.2	17.4	1.2	0.9
Cc03t08170.1	0.0	0.0	0.0	4.8	0.7	1.3
Cc03t08180.1	16.6	0.0	0.7	51.6	0.7	3.5
Cc03t08190.1	3.8	0.3	0.4	30.4	0.2	0.1
Cc03t08200.1	4.0	0.0	0.7	23.0	0.2	0.0
Cc03t08210.1	14.3	0.6	4.2	41.7	12.0	3.0
Cc03t08220.1	108.1	226.1	34.0	50.2	47.7	62.5
Cc03t08230.1	32.6	5.0	11.2	28.4	9.3	8.8
Cc03t08240.1	32.1	2.6	1.6	26.2	3.6	4.4
Cc03t08250.1	0.0	0.0	0.0	0.0	0.4	0.2
Cc03t08260.1	10.3	2.6	3.1	12.8	1.4	4.4
Cc03t08270.1	5.1	0.6	1.8	0.5	0.2	0.3
Cc03t08280.1	26.2	1.1	6.0	13.7	11.9	3.4
Cc03t08290.1	10.7	0.3	0.9	3.9	1.4	0.7
Cc03t08300.1	60.4	4.7	8.1	36.0	29.9	19.9
Cc03t08310.1	10.9	19.9	16.0	13.4	15.7	27.9
Cc03t08320.1	5.1	2.0	3.7	10.7	2.6	1.4
Cc03t08330.1	17.6	9.7	9.3	13.5	6.9	13.9
Cc03t08340.1	0.0	111.0	189.5	6.6	28.9	233.7
Cc03t08350.1	21.4	7.3	13.4	27.4	12.2	12.9
Cc03t08360.1	16.2	1.0	5.6	13.7	5.8	5.7
Cc03t08370.1	0.2	235.0	0.4	0.1	0.6	7.1
Cc03t08380.1	343.8	23.0	22.0	75.9	24.6	41.7
Cc03t08390.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08400.1	124.8	525.9	1781.0	144.2	156.3	37.5
Cc03t08410.1	26.9	4.5	67.5	91.7	0.2	0.4
Cc03t08420.1	0.6	0.8	10.5	33.5	3.6	148.7
Cc03t08430.1	0.0	0.0	0.0	0.0	0.2	34.0
Cc03t08440.1	17.4	3.2	9.0	16.7	7.1	10.7
Cc03t08450.1	465.6	169.5	120.0	133.2	487.4	725.7
Cc03t08460.1	37.7	6.1	13.5	20.9	12.3	9.4
Cc03t08470.1	22.1	2.1	4.7	15.5	3.7	5.6
Cc03t08480.1	78.4	550.7	332.1	86.5	642.7	116.7
Cc03t08490.1	287.5	2048.2	1167.7	272.5	1266.0	179.1
Cc03t08500.1	15.1	9.6	13.3	11.8	26.6	1.0
Cc03t08510.1	38.9	9.8	19.5	19.8	18.7	57.0
Cc03t08520.1	0.1	0.0	0.1	0.2	0.3	1.2
Cc03t08530.1	0.1	0.0	0.0	0.2	0.1	0.1
Cc03t08540.1	0.4	0.1	0.1	69.3	0.2	2.2
Cc03t08550.1	0.0	0.0	0.0	10.7	0.0	0.2
Cc03t08560.1	0.3	0.0	0.1	40.1	0.0	0.1
Cc03t08570.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08580.1	0.0	0.0	0.1	11.6	0.0	0.2
Cc03t08590.1	0.0	0.0	0.0	1.5	0.2	30.3
Cc03t08600.1	0.0	0.0	0.0	0.0	0.1	0.2
Cc03t08610.1	0.3	0.2	0.2	0.0	0.0	0.2
Cc03t08620.1	0.3	0.2	0.6	0.0	0.3	1.3
Cc03t08630.1	0.0	0.0	0.1	0.0	0.0	0.1
Cc03t08640.1	0.2	0.4	1.6	0.0	0.0	0.1
Cc03t08650.1	0.1	0.0	0.1	0.0	0.1	0.1
Cc03t08660.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08670.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08680.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08690.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08700.1	1.7	0.0	0.0	0.0	0.3	1.1
Cc03t08710.1	0.2	0.2	1.8	0.0	0.0	0.1
Cc03t08720.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08730.1	0.0	0.0	0.0	0.0	0.4	0.1
Cc03t08740.1	0.0	0.0	0.0	0.1	0.0	0.0
Cc03t08750.1	0.1	0.0	0.2	0.1	0.1	0.2
Cc03t08760.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08770.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08780.1	0.8	0.0	0.0	0.0	0.3	0.7
Cc03t08790.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08800.1	0.7	0.0	0.2	0.0	0.0	0.0
Cc03t08810.1	16.6	0.1	1.7	27.5	2.0	1.9
Cc03t08820.1	3.1	0.2	3.4	2.0	2.1	0.8
Cc03t08830.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08840.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08850.1	0.0	0.0	0.5	0.4	0.0	0.1
Cc03t08860.1	104.8	0.7	18.7	20.2	4.2	8.7
Cc03t08870.1	154.5	1.2	0.8	7.9	7.0	8.9
Cc03t08880.1	291.3	2.4	10.2	2558.3	20.4	5.1
Cc03t08890.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t08900.1	0.8	0.0	1.4	0.0	0.2	1.8
Cc03t08910.1	0.1	0.0	0.0	1.5	4.8	6.3
Cc03t08920.1	4717.1	5.9	33.7	5740.4	81.9	5130.8
Cc03t08930.1	0.0	0.0	0.0	0.3	0.2	3.0
Cc03t08940.1	0.0	0.0	0.4	30.0	0.7	301.8
Cc03t08950.1	291.6	4.5	399.9	4431.4	14.6	85.2
Cc03t08960.1	0.0	0.0	0.0	0.1	0.3	11.4
Cc03t08970.1	0.0	0.0	0.0	0.0	0.1	0.2
Cc03t08980.1	2.9	0.0	0.0	4.9	1.5	2.1
Cc03t08990.1	0.0	5.3	231.4	26.6	1.7	1.6
Cc03t09000.1	7195.4	54.9	0.0	1.7	1.2	0.6
Cc03t09010.1	20285.2	1.1	0.8	7.8	0.8	16.9
Cc03t09020.1	701.5	7.7	0.0	0.2	1.6	47.5
Cc03t09030.1	18.2	26.2	0.0	0.0	0.2	0.1
Cc03t09040.1	1709.0	11.9	0.1	0.3	0.4	9.3
Cc03t09050.1	0.1	4.5	0.0	0.1	0.9	10.4
Cc03t09060.1	339.2	315.9	222.0	156.9	750.6	546.0
Cc03t09070.1	1.1	0.1	0.4	0.7	0.2	1.0
Cc03t09080.1	39.5	4.0	12.6	19.8	40.0	23.9
Cc03t09090.1	16.8	0.7	2.7	12.7	4.5	5.4
Cc03t09100.1	1.2	0.2	0.2	0.4	1.3	0.8
Cc03t09110.1	0.0	0.0	0.1	0.1	0.2	0.2
Cc03t09120.1	66.9	89.5	70.3	60.5	75.2	62.9
Cc03t09130.1	60.7	118.7	164.7	52.3	138.2	101.2
Cc03t09140.1	0.2	0.4	0.1	0.2	0.3	1.1
Cc03t09150.1	1.9	0.1	1.8	4.9	1.1	2.6
Cc03t09160.1	59.2	2.1	1.9	30.1	7.7	8.2
Cc03t09170.1	32.7	1.2	4.8	9.0	20.5	33.5
Cc03t09180.1	27.5	2.9	6.0	9.1	31.3	38.1
Cc03t09190.1	10.1	41.7	484.8	24.1	809.7	60.8
Cc03t09200.1	8.5	0.1	0.2	3.2	0.3	0.2
Cc03t09210.1	0.9	0.0	0.1	1.9	3.2	6.5
Cc03t09220.1	14.6	2.1	8.7	0.2	0.2	1.8
Cc03t09230.1	0.0	11.3	7.9	0.1	10.0	62.1
Cc03t09240.1	0.0	0.0	0.0	0.3	0.6	2.5
Cc03t09250.1	28.5	51.6	62.2	115.8	41.6	16.6
Cc03t09260.1	0.0	0.0	0.0	0.1	0.2	0.2
Cc03t09270.1	0.0	0.0	0.0	0.0	3.3	0.5
Cc03t09280.1	0.1	0.4	0.0	0.1	0.0	0.1
Cc03t09290.1	0.9	0.1	0.1	0.1	0.4	0.3
Cc03t09300.1	7.8	343.9	70.5	20.6	16.6	17.9
Cc03t09310.1	6.7	35.9	122.0	50.4	8.4	11.5
Cc03t09320.1	9.4	3.7	12.9	21.0	28.0	10.5
Cc03t09330.1	0.4	0.1	0.1	1.0	0.2	0.0
Cc03t09340.1	0.3	0.0	0.1	0.2	0.0	0.0
Cc03t09350.1	0.0	0.0	0.0	0.1	0.0	0.3
Cc03t09360.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t09370.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t09380.1	77.4	14.1	0.9	48.8	11.0	13.8
Cc03t09390.1	1.1	0.2	0.2	0.9	0.7	1.9
Cc03t09400.1	144.1	22.4	35.5	38.0	140.6	263.7
Cc03t09410.1	16.4	0.9	10.2	14.1	5.1	12.5
Cc03t09420.1	94.0	18.7	21.5	73.7	40.6	52.1
Cc03t09430.1	11.9	67.5	23.1	9.5	18.7	31.0
Cc03t09440.1	4.6	0.0	0.1	5.2	2.8	5.8
Cc03t09450.1	7.5	0.2	1.1	6.2	1.6	1.5
Cc03t09460.1	156.6	0.0	0.2	3.2	1.5	56.5
Cc03t09470.1	42.4	0.0	1.1	33.5	4.3	11.2
Cc03t09480.1	524.6	1.2	0.4	118.5	6.7	179.4
Cc03t09490.1	2522.7	0.2	0.2	1.8	1.9	135.9
Cc03t09500.1	7992.1	1.5	0.2	1.8	0.5	1.7
Cc03t09510.1	0.2	0.2	0.0	0.3	0.1	0.1
Cc03t09520.1	35.7	0.0	0.1	0.8	5.7	0.2
Cc03t09530.1	107.9	111.8	46.7	56.7	66.1	74.2
Cc03t09540.1	0.0	11.8	5.3	0.7	39.1	3619.7
Cc03t09550.1	10.6	2.4	4.1	18.1	4.0	3.2
Cc03t09560.1	11.9	0.3	0.0	7.7	5.0	2.6
Cc03t09570.1	17.0	1.1	1.5	6.1	3.0	0.7
Cc03t09580.1	0.2	0.1	0.6	0.1	1.5	0.1
Cc03t09590.1	0.8	2.7	1.5	2.8	1.9	3.6
Cc03t09600.1	5.9	1.8	24.0	13.9	40.2	5.0
Cc03t09610.1	23.8	2.6	21.6	62.1	21.4	58.5
Cc03t09620.1	0.0	0.0	0.1	0.1	13.2	0.3
Cc03t09630.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t09640.1	31.7	3.1	4.9	27.8	5.8	10.5
Cc03t09650.1	0.2	0.1	1.6	1.3	6.9	0.5
Cc03t09660.1	10.0	9.4	69.1	5.1	12.2	38.0
Cc03t09670.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t09680.1	2.3	24.2	60.5	94.1	6.9	9.1
Cc03t09690.1	8.3	106.8	61.5	3.4	11.2	136.2
Cc03t09700.1	126.5	25.6	16.3	38.1	21.9	43.8
Cc03t09710.1	6.5	3.3	0.9	7.6	2.5	3.7
Cc03t09720.1	29.1	2.9	20.0	4.0	2.6	31.8
Cc03t09730.1	7.2	6.1	4.7	9.6	3.8	4.9
Cc03t09740.1	0.1	0.0	0.0	0.0	0.0	0.0
Cc03t09750.1	3.2	2.7	1.8	2.4	0.1	3.1
Cc03t09760.1	40.6	70.9	58.8	32.8	56.7	62.0
Cc03t09770.1	263.3	46.8	63.3	48.7	197.0	73.6
Cc03t09780.1	0.0	0.0	0.0	0.1	0.0	0.0
Cc03t09790.1	117.1	0.6	0.5	1.7	6.8	0.5
Cc03t09800.1	58.9	1.9	0.9	7.1	4.6	2.8
Cc03t09810.1	15.7	0.3	0.0	0.0	0.4	0.5
Cc03t09820.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t09830.1	5.6	0.3	1.4	5.2	1.5	0.5
Cc03t09840.1	8.1	0.9	1.5	8.1	1.9	0.9
Cc03t09850.1	135.5	65.8	117.0	124.3	85.6	97.8
Cc03t09860.1	19.3	1.3	3.5	17.9	3.6	1.6
Cc03t09870.1	743.0	1.0	1.9	11.4	12.6	9.4
Cc03t09880.1	27.5	0.3	0.5	0.3	2.5	6.7
Cc03t09890.1	331.2	519.4	143.4	139.5	265.8	104.5
Cc03t09900.1	420.8	834.1	42.7	187.7	212.2	350.6
Cc03t09910.1	0.0	0.0	0.0	0.0	0.2	0.3
Cc03t09920.1	1.9	20.1	10.1	3.1	45.6	9.9
Cc03t09930.1	66.7	23.0	53.6	45.7	21.6	69.7
Cc03t09940.1	3.0	0.9	0.7	1.8	0.0	0.0
Cc03t09950.1	1.9	0.2	0.2	42.7	0.9	91.9
Cc03t09960.1	16.7	0.4	10.5	0.7	0.8	0.2
Cc03t09970.1	1.1	0.0	0.0	0.0	0.0	0.0
Cc03t09980.1	1.9	0.5	1.9	1.0	0.8	1.0
Cc03t09990.1	0.0	0.0	0.0	0.9	0.4	2.1
Cc03t10000.1	30.1	12.0	18.2	57.4	18.7	21.7
Cc03t10010.1	0.0	309.6	2.9	0.1	0.1	0.2
Cc03t10020.1	55.8	35.3	40.7	42.7	38.3	96.9
Cc03t10030.1	2.3	1.1	1.3	19.7	3.0	3.0
Cc03t10040.1	29.4	4.8	22.3	16.0	25.4	18.5
Cc03t10050.1	17.7	8.7	14.4	16.7	31.6	29.9
Cc03t10060.1	0.3	0.0	0.0	0.0	0.0	0.0
Cc03t10070.1	1.0	0.3	0.2	0.1	0.4	27.6
Cc03t10080.1	5.8	0.3	0.9	0.1	0.2	0.3
Cc03t10090.1	1118.6	2.3	2.3	2.9	11.9	1227.7
Cc03t10100.1	1394.5	11.2	3.7	7.3	20.6	2135.4
Cc03t10110.1	0.8	0.1	0.5	4.1	0.1	0.1
Cc03t10120.1	2.5	0.0	0.2	13.2	0.3	0.0
Cc03t10130.1	15.3	0.0	0.0	0.7	0.2	1.9
Cc03t10140.1	2.1	0.0	0.0	0.1	0.0	0.2
Cc03t10150.1	3.2	0.0	0.0	0.6	0.4	17.2
Cc03t10160.1	106.4	0.0	0.0	0.1	0.0	0.0
Cc03t10170.1	37.1	0.0	0.0	0.0	0.0	0.7
Cc03t10180.1	3.9	0.0	0.0	0.0	0.1	0.1
Cc03t10190.1	7.4	0.0	0.0	0.0	2.3	1.5
Cc03t10200.1	2.6	0.0	0.0	0.0	0.2	0.2
Cc03t10210.1	0.1	0.0	0.0	0.0	0.0	0.1
Cc03t10220.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t10230.1	0.0	7.4	0.0	0.0	2.4	420.0
Cc03t10240.1	838.5	120.9	114.3	106.6	163.9	150.1
Cc03t10250.1	11.7	0.7	2.2	4.3	6.8	3.9
Cc03t10260.1	10.4	3.2	50.9	47.0	1.6	43.3
Cc03t10270.1	12.2	0.9	5.3	8.3	2.4	1.9
Cc03t10280.1	6.8	0.4	1.4	9.8	1.2	0.3
Cc03t10290.1	4.4	1.7	0.1	1.1	6.1	7.5
Cc03t10300.1	5.6	0.5	12.3	23.0	1.8	32.3
Cc03t10310.1	5.8	0.1	1.1	3.3	1.1	0.9
Cc03t10320.1	9.6	1.4	4.0	26.1	5.8	0.8
Cc03t10330.1	3.8	0.1	0.3	4.0	1.0	0.3
Cc03t10340.1	9.7	0.4	1.6	15.0	1.8	0.6
Cc03t10350.1	5.9	4.1	11.3	3.9	2.1	1.2
Cc03t10360.1	14.1	0.5	1.4	18.7	2.5	0.6
Cc03t10370.1	0.0	0.0	0.0	0.0	0.0	0.8
Cc03t10380.1	19.2	1.3	6.7	21.3	4.4	3.4
Cc03t10390.1	4.0	0.7	1.3	5.8	1.6	0.2
Cc03t10400.1	4.1	1.1	3.9	1.3	0.7	0.5
Cc03t10410.1	4.8	0.2	0.4	7.8	0.8	0.1
Cc03t10420.1	6.0	0.1	0.6	9.6	1.3	0.2
Cc03t10430.1	3.4	0.2	0.6	5.6	1.2	0.1
Cc03t10440.1	13.4	0.6	0.0	1.1	0.3	0.4
Cc03t10450.1	11.8	5.0	7.0	5.3	1.2	1.6
Cc03t10460.1	14.5	13.4	11.7	15.1	18.5	16.8
Cc03t10470.1	6.5	8.1	0.9	23.0	1.7	0.1
Cc03t10480.1	10.8	51.6	18.3	16.7	10.1	12.8
Cc03t10490.1	19.0	3.7	117.5	17.5	1.6	0.5
Cc03t10500.1	0.0	0.3	0.0	0.2	0.1	1.9
Cc03t10510.1	0.0	0.0	0.0	0.1	0.1	0.0
Cc03t10520.1	72.7	140.1	111.6	69.8	53.2	35.5
Cc03t10530.1	13.2	50.3	51.2	23.9	1.2	11.4
Cc03t10540.1	1.7	1.7	0.0	5.9	0.6	1.9
Cc03t10550.1	1.7	0.5	0.0	0.1	0.0	0.1
Cc03t10560.1	1.7	0.0	0.4	1.0	0.9	0.1
Cc03t10570.1	14.8	2.5	2.8	5.4	3.1	6.2
Cc03t10580.1	37.4	14.5	9.0	28.1	47.9	12.7
Cc03t10590.1	69.4	17.4	23.9	30.5	24.2	27.4
Cc03t10600.1	0.0	0.0	0.0	0.1	0.0	0.0
Cc03t10610.1	0.0	0.0	0.0	0.1	0.0	0.1
Cc03t10620.1	0.0	0.0	0.0	0.1	0.0	0.3
Cc03t10630.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t10640.1	0.0	0.0	0.0	0.3	0.0	0.0
Cc03t10650.1	0.0	0.0	0.0	0.1	0.0	0.0
Cc03t10660.1	0.1	0.1	0.2	0.7	0.5	0.4
Cc03t10670.1	0.0	0.0	0.0	0.1	0.4	2.7
Cc03t10680.1	154.2	152.4	85.1	53.7	52.0	137.9
Cc03t10690.1	10.4	10.3	20.4	8.2	22.6	28.5
Cc03t10700.1	1.3	1.3	2.6	72.5	8.3	0.7
Cc03t10710.1	31.3	19.0	45.3	18.2	18.1	24.3
Cc03t10720.1	16.6	6.5	5.2	10.6	4.9	8.1
Cc03t10730.1	11.2	67.7	18.4	10.8	25.0	12.1
Cc03t10740.1	8.5	6.3	14.0	8.1	15.6	22.9
Cc03t10750.1	2.2	0.4	0.1	1.1	2.1	2.4
Cc03t10760.1	6.8	4.1	3.4	2.4	2.3	4.0
Cc03t10770.1	10.1	0.7	1.3	6.0	2.0	5.9
Cc03t10780.1	0.6	0.0	0.0	0.0	0.0	0.0
Cc03t10790.1	0.2	0.2	0.1	0.5	0.2	0.9
Cc03t10800.1	0.0	0.2	0.0	0.0	1.4	0.4
Cc03t10810.1	2.5	0.0	0.1	0.1	2.6	0.1
Cc03t10820.1	4.5	1.8	13.1	6.8	12.6	10.9
Cc03t10830.1	1.2	0.2	0.3	1.4	0.7	0.1
Cc03t10840.1	0.0	0.4	0.5	0.3	2.5	22.9
Cc03t10850.1	5.2	0.0	0.2	0.5	0.4	0.2
Cc03t10860.1	16.7	26.3	13.5	7.7	30.7	28.7
Cc03t10870.1	33.4	49.8	22.4	13.2	28.6	33.5
Cc03t10880.1	50.6	8.6	6.9	33.1	9.2	18.9
Cc03t10890.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t10900.1	0.0	0.0	0.0	0.0	0.1	0.1
Cc03t10910.1	0.0	0.7	0.0	0.2	0.0	0.1
Cc03t10920.1	10.9	0.0	1.0	0.1	0.2	1.1
Cc03t10930.1	21.6	0.3	1.6	0.0	0.0	1.0
Cc03t10940.1	27.2	0.5	0.1	0.0	0.0	0.6
Cc03t10950.1	12.5	0.4	0.0	0.0	0.0	0.1
Cc03t10960.1	94.5	0.0	0.6	0.0	0.0	1.0
Cc03t10970.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t10980.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t10990.1	88.1	0.5	1.9	0.1	2.2	3.7
Cc03t11000.1	33.8	5.9	16.7	23.1	27.1	23.6
Cc03t11010.1	5.9	1.0	1.1	3.6	1.5	1.9
Cc03t11020.1	104.9	0.0	0.0	0.4	17.0	0.2
Cc03t11030.1	1.8	0.3	0.2	2.0	0.5	0.4
Cc03t11040.1	71.7	0.0	0.0	0.2	4.3	33.5
Cc03t11050.1	27.8	53.5	41.3	23.4	18.9	29.1
Cc03t11060.1	118.6	252.4	188.3	78.6	256.3	158.6
Cc03t11070.1	14.8	2.4	7.2	7.5	19.4	19.5
Cc03t11080.1	24.1	26.0	34.0	27.4	19.8	30.3
Cc03t11090.1	5.7	23.3	16.3	6.0	13.8	22.5
Cc03t11100.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t11110.1	938.2	449.7	3569.8	5102.4	1614.5	44.9
Cc03t11120.1	23.6	38.0	39.2	16.8	75.4	52.7
Cc03t11130.1	32.7	7.5	4.6	28.7	2.1	5.3
Cc03t11140.1	69.1	174.4	51.0	42.7	67.3	59.6
Cc03t11150.1	59.2	10.2	13.1	26.4	29.3	36.2
Cc03t11160.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t11170.1	49.9	21.1	50.2	24.1	32.4	44.0
Cc03t11180.1	16.2	2.0	4.2	18.2	2.9	8.7
Cc03t11190.1	5.5	0.9	1.8	6.1	0.8	2.7
Cc03t11200.1	15.5	8.0	8.5	16.7	4.1	13.0
Cc03t11210.1	0.4	0.4	0.7	0.5	0.9	0.8
Cc03t11220.1	11.7	4.6	6.6	8.3	4.3	8.3
Cc03t11230.1	7.5	23.1	13.2	8.2	5.7	10.3
Cc03t11240.1	12.4	28.2	26.9	8.8	29.4	15.0
Cc03t11250.1	0.9	0.7	0.0	1.0	3.1	1.5
Cc03t11260.1	14.0	33.2	44.9	12.2	64.8	40.2
Cc03t11270.1	0.1	1.0	0.0	0.0	0.0	0.1
Cc03t11280.1	33.1	6.1	14.2	17.0	6.0	13.3
Cc03t11290.1	39.6	7.3	10.0	22.6	1.7	3.2
Cc03t11300.1	18.8	60.2	42.1	9.0	14.7	9.8
Cc03t11310.1	26.7	22.9	9.6	28.8	2.2	8.9
Cc03t11320.1	22.6	105.2	47.7	18.0	111.8	78.3
Cc03t11330.1	3.5	0.7	4.4	1.9	7.1	8.8
Cc03t11340.1	21.0	6.2	6.2	17.7	4.4	4.5
Cc03t11350.1	19.9	0.0	0.0	0.1	0.4	106.3
Cc03t11360.1	62.3	65.8	55.8	52.0	143.7	117.1
Cc03t11370.1	16.1	15.8	33.8	29.7	46.2	13.3
Cc03t11380.1	3.1	1.9	0.3	5.6	1.3	1.2
Cc03t11390.1	0.0	0.0	0.0	0.7	0.2	0.2
Cc03t11400.1	12.0	9.8	19.2	117.5	24.3	5.2
Cc03t11410.1	0.0	0.2	0.0	0.0	1.3	0.5
Cc03t11420.1	21.2	4.9	16.4	16.7	18.2	58.6
Cc03t11430.1	26.3	3.0	7.2	25.7	4.8	32.5
Cc03t11440.1	12.7	1.8	1.6	9.8	2.3	12.6
Cc03t11450.1	0.0	0.0	0.0	0.4	0.0	0.0
Cc03t11460.1	0.1	0.1	0.0	0.0	0.1	0.9
Cc03t11470.1	0.7	0.0	0.0	0.2	0.2	0.3
Cc03t11480.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t11490.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t11500.1	0.0	0.0	0.0	0.1	0.0	0.6
Cc03t11510.1	2.6	0.3	0.5	1.4	1.2	1.7
Cc03t11520.1	27.5	1.3	2.8	10.8	7.5	8.9
Cc03t11530.1	0.0	0.0	0.5	0.0	0.1	13.5
Cc03t11540.1	47.2	32.7	24.1	23.8	27.2	54.5
Cc03t11550.1	0.2	0.0	0.0	0.0	1.0	2.6
Cc03t11560.1	0.0	16.1	16.1	0.0	37.8	34.7
Cc03t11570.1	0.0	0.0	0.0	0.0	17.1	12.0
Cc03t11580.1	0.0	0.0	0.2	0.0	62.4	601.4
Cc03t11590.1	0.1	0.1	0.1	0.1	0.5	0.5
Cc03t11600.1	42.1	42.7	63.2	25.4	125.2	140.3
Cc03t11610.1	0.0	0.0	0.0	0.0	0.0	0.0
